 ;Label;Area;Perim.;Major;Minor;Angle;Circ.;Feret;FeretX;FeretY;FeretAngle;MinFeret;AR;Round;Solidity;Group;AR2;Equivalent Diameter;Circ sqrt
106;210902_#6_100_10_1um_i004.tif:1349-1421;3273.25;337.611;163.017;25.566;168.331;0.361;155.242;1391;1342;167.074;31.06;6.376;0.157;0.84;1;0.200074722;64.55719433;0.600728079
106;210902_#4_100_30_1um_i002.tif:0345-1442;1316.683;137.385;47.818;35.059;22.022;0.877;50.501;1433;350;24.677;37.954;1.364;0.733;0.982;1;0.751549474;40.94450956;0.936281038
106;210902_#5_100_20_1um_i005.tif:1722-0578;1765.832;167.751;68.4;32.87;48.373;0.789;70.246;568;1732;42.138;36.833;2.081;0.481;0.933;1;0.524343023;47.41652804;0.888003148
107;210902_#6_100_10_1um_i004.tif:1277-1518;615.273;97.343;31.111;25.181;7.133;0.816;34.549;1512;1279;21.038;25.642;1.236;0.809;0.935;1;0.742192249;27.98910349;0.903304418
107;210902_#4_100_30_1um_i002.tif:0365-1403;670.647;102.558;39.792;21.459;7.368;0.801;41.691;1395.5;368;22.751;21.084;1.854;0.539;0.92;1;0.505720659;29.22146952;0.895122311
107;210902_#5_100_20_1um_i005.tif:1640-0830;910.604;111.827;35.247;32.894;66.12;0.915;38.825;825;1633;116.565;32.246;1.072;0.933;0.974;1;0.830547328;34.05021325;0.956583829
108;210902_#6_100_10_1um_i004.tif:1371-1975;935.214;114.634;41.328;28.812;103.035;0.894;42.386;1973;1363;110.556;29.479;1.434;0.697;0.971;1;0.695489077;34.50726659;0.945686055
108;210902_#4_100_30_1um_i002.tif:0614-1957;621.425;92.521;32.798;24.124;152.62;0.912;34.482;1952;610;142.306;23.564;1.36;0.736;0.948;1;0.683371034;28.12868436;0.955122277
108;210902_#5_100_20_1um_i005.tif:1453-1231;756.785;101.831;31.585;30.508;174.311;0.917;35.774;1226;1457;33.69;29.807;1.035;0.966;0.935;1;0.833202885;31.04140121;0.957659632
109;210902_#6_100_10_1um_i004.tif:1540-2061;762.938;100.879;31.881;30.47;23.763;0.942;34.549;2055;1539;158.962;31.06;1.046;0.956;0.936;1;0.899012996;31.16733598;0.970618996
109;210902_#4_100_30_1um_i002.tif:0675-1812;3556.276;242.381;94.546;47.892;150.92;0.761;98.3;1794.5;663.5;150.524;51.028;1.974;0.507;0.948;1;0.519104781;67.29035024;0.872175913
109;210902_#5_100_20_1um_i005.tif:1589-1374;1095.185;123.122;39.289;35.492;84.05;0.908;42.386;1370;1597;69.444;34.727;1.107;0.903;0.93;1;0.819303544;37.3421056;0.952824716
110;210902_#6_100_10_1um_i004.tif:1531-2071;806.007;104.088;35.175;29.176;141.46;0.935;37.863;2065;1526;148.392;29.766;1.206;0.829;0.996;1;0.786150067;32.03498066;0.966882445
110;210902_#4_100_30_1um_i002.tif:0693-1663;879.84;111.314;41.214;27.181;68.785;0.892;41.967;1658.5;701.5;71.03;27.843;1.516;0.66;0.957;1;0.663449853;33.47009234;0.94461969
110;210902_#5_100_20_1um_i005.tif:1330-1419;830.618;107.101;36.672;28.839;108.533;0.91;38.825;1415;1323;116.565;29.612;1.272;0.786;0.957;1;0.762704443;32.52038875;0.953920266
111;210902_#6_100_10_1um_i004.tif:1703-1844;1396.669;146.165;55.812;31.862;144.065;0.822;61.614;1835;1695;139.899;34.398;1.752;0.571;0.956;1;0.558282209;42.16982573;0.906375772
111;210902_#4_100_30_1um_i002.tif:0702-1647;1507.418;145.914;48.771;39.353;136.459;0.89;55.811;1638.5;693.5;126.87;40.341;1.239;0.807;0.965;1;0.722814499;43.80986428;0.943245664
111;210902_#5_100_20_1um_i005.tif:1341-1699;1882.734;172.489;67.797;35.358;40.667;0.795;70.158;1688;1350;45;36.833;1.917;0.522;0.933;1;0.525000713;48.96091687;0.891739512
112;210902_#6_100_10_1um_i004.tif:1698-1827;769.091;102.557;32.052;30.551;132.769;0.919;37.863;1823;1692;121.608;29.766;1.049;0.953;0.973;1;0.786150067;31.29276394;0.958580275
112;210902_#4_100_30_1um_i002.tif:0513-1853;590.662;90.437;31.658;23.756;46.111;0.908;33.024;1848;516.5;34.287;25.941;1.333;0.75;0.955;1;0.785519622;27.42360691;0.952638876
112;210902_#5_100_20_1um_i005.tif:1398-1663;5518.996;295.472;117.542;59.783;54.317;0.794;123.152;1648;1418;55.67;63.292;1.966;0.509;0.959;1;0.513934;83.82722681;0.891289191
113;210902_#6_100_10_1um_i004.tif:0952-1233;793.702;120.959;48.626;20.782;63.175;0.682;48.162;1227;959;55.491;22.186;2.34;0.427;0.893;1;0.460653627;31.78950728;0.825649043
113;210902_#4_100_30_1um_i002.tif:0473-1821;2694.894;207.089;84.52;40.597;8.673;0.79;84.527;1804.5;477.5;14.444;41.961;2.082;0.48;0.966;1;0.496421262;58.57683509;0.888625445
113;210902_#5_100_20_1um_i005.tif:1410-1634;1224.393;131.132;45.487;34.272;39.979;0.895;49.609;1626;1416;36.87;36.588;1.327;0.753;0.961;1;0.737527465;39.48348498;0.945924918
114;210902_#6_100_10_1um_i004.tif:1069-1072;1452.043;163.274;61.29;30.165;124.443;0.684;66.048;1065;1059;124.287;34.438;2.032;0.492;0.854;1;0.521408672;42.99765771;0.827327839
114;210902_#4_100_30_1um_i002.tif:0490-1827;3580.887;252.931;106.025;43.002;13.77;0.703;103.773;1807;498;24.727;42.583;2.466;0.406;0.968;1;0.410347586;67.52278825;0.838683655
114;210902_#5_100_20_1um_i005.tif:1157-2305;664.494;92.316;30.409;27.822;178.34;0.98;32.246;2299;1161;22.62;27.285;1.093;0.915;0.969;1;0.846151461;29.0871112;0.98985934
115;210902_#6_100_10_1um_i004.tif:0862-0935;1187.476;200.45;64.088;23.592;102.241;0.371;69.187;933;849;104.534;28.877;2.717;0.368;0.742;1;0.417376097;38.88369069;0.609412407
115;210902_#4_100_30_1um_i002.tif:0349-2027;4509.948;256.905;95.286;60.263;96.004;0.859;98.362;2019.5;331;113.009;58.291;1.581;0.632;0.983;1;0.592617068;75.77759655;0.926655147
115;210902_#5_100_20_1um_i005.tif:1120-2315;892.145;110.787;35.562;31.942;90.051;0.913;39.996;2311;1113;119.745;29.766;1.113;0.898;0.963;1;0.744224422;33.70332763;0.955726994
116;210902_#6_100_10_1um_i004.tif:0930-0809;1439.738;244.849;50.405;36.368;78.012;0.302;58.803;802;919;117.646;49.598;1.386;0.722;0.675;1;0.843460368;42.81508327;0.549348991
116;210902_#4_100_30_1um_i002.tif:0644-2066;1169.018;139.652;44.479;33.464;3.28;0.753;47.064;2057;650;18.435;37.207;1.329;0.752;0.888;1;0.790561788;38.58030516;0.867897368
116;210902_#5_100_20_1um_i005.tif:1200-2475;5740.494;323.87;137.244;53.256;33.63;0.688;138.662;2453;1219;42.825;55.924;2.577;0.388;0.926;1;0.40331165;85.49282992;0.829294613
117;210902_#6_100_10_1um_i004.tif:1401-1479;566.051;90.032;32.787;21.982;176.148;0.878;33.738;1473;1399;162.897;22.324;1.492;0.67;0.958;1;0.661687118;26.84620118;0.936776128
117;210902_#4_100_30_1um_i002.tif:0877-1919;516.829;85.185;29.712;22.147;141.447;0.895;30.278;1914.5;874.5;145.008;23.138;1.342;0.745;0.96;1;0.764185217;25.65242914;0.946052508
117;210902_#5_100_20_1um_i005.tif:1312-2219;799.854;105.177;32.735;31.111;76.551;0.909;36.116;2217;1319;74.055;29.766;1.052;0.95;0.942;1;0.82417765;31.91247002;0.953212027
118;210902_#6_100_10_1um_i004.tif:0029-0220;553.745;87.731;28.402;24.824;128.748;0.904;29.869;216;25.5;138.366;24.944;1.144;0.874;0.938;1;0.835113328;26.55277823;0.950838507
118;210902_#4_100_30_1um_i002.tif:1068-1921;1556.64;157.692;52.408;37.818;100.014;0.787;57.814;1916.5;1057.5;112.714;38.447;1.386;0.722;0.984;1;0.665011935;44.5193846;0.886930038
118;210902_#5_100_20_1um_i005.tif:1015-1935;5635.897;293.364;109.614;65.465;22.879;0.823;120.934;1913;1029;25.514;71.561;1.674;0.597;0.966;1;0.591735988;84.71037086;0.907151112
119;210902_#6_100_10_1um_i004.tif:0067-0222;6706.472;360.357;145.147;58.83;179.473;0.649;148.849;192;63;179.045;65.453;2.467;0.405;0.898;1;0.439727509;92.40641404;0.805599202
119;210902_#4_100_30_1um_i002.tif:1328-1740;1433.585;145.536;56.328;32.405;157.517;0.851;56.414;1730;1322;146.659;34.948;1.738;0.575;0.947;1;0.619491616;42.72349603;0.922244814
119;210902_#5_100_20_1um_i005.tif:1076-1970;621.425;93.289;29.335;26.972;80.595;0.897;33.738;1967;1081;53.973;24.805;1.088;0.919;0.948;1;0.735224376;28.12868436;0.94725925
120;210902_#6_100_10_1um_i004.tif:0410-0187;1045.963;118.588;39.226;33.951;130.188;0.935;41.227;184.5;402;105.709;34.202;1.155;0.866;0.96;1;0.82960196;36.49330697;0.966768181
120;210902_#4_100_30_1um_i002.tif:1274-1629;1298.225;132.134;43.014;38.429;112.433;0.934;46.686;1623.5;1267.5;129.611;36.718;1.119;0.893;0.993;1;0.786488455;40.65650511;0.966641272
120;210902_#5_100_20_1um_i005.tif:0799-2442;1987.331;179.046;68.069;37.173;120.302;0.779;74.331;2436;786;115.71;41.277;1.831;0.546;0.924;1;0.555313395;50.3025687;0.88262335
121;210902_#6_100_10_1um_i004.tif:0414-0229;3525.512;227.112;88.359;50.802;7.769;0.859;90.546;211;418.5;13.465;53.266;1.739;0.575;0.985;1;0.588275573;66.99866636;0.926778497
121;210902_#4_100_30_1um_i002.tif:0014-1458;1993.483;173.19;65.612;38.685;134.662;0.835;70.943;1452;3;126.469;40.341;1.696;0.59;0.974;1;0.568639612;50.38036708;0.913878348
121;210902_#5_100_20_1um_i005.tif:0700-2502;547.593;89.525;31.07;22.44;80.781;0.859;33.094;2504;707;77.005;22.324;1.385;0.722;0.942;1;0.674563365;26.40486815;0.926594133
122;210902_#6_100_10_1um_i004.tif:0427-0246;1095.185;122.459;42.432;32.863;9.429;0.918;45.502;237.5;430.5;17.447;32.246;1.291;0.774;0.973;1;0.708672146;37.3421056;0.957983363
122;210902_#4_100_30_1um_i002.tif:0331-0299;1581.251;145.073;47.722;42.188;163.133;0.944;50.226;290;334;20.225;42.153;1.131;0.884;0.952;1;0.839266515;44.86993763;0.971669893
122;210902_#5_100_20_1um_i005.tif:0045-2520;1169.018;125.706;40.055;37.16;62.109;0.93;44.372;2515;53;63.435;38.548;1.078;0.928;0.955;1;0.868746056;38.58030516;0.96418312
123;210902_#6_100_10_1um_i004.tif:0452-0239;3242.487;210.285;71.792;57.506;15.666;0.921;76.141;224.5;459;12.225;58.787;1.248;0.801;0.98;1;0.772080745;64.2531141;0.959921588
123;210902_#4_100_30_1um_i002.tif:0262-0218;916.756;113.591;35.448;32.929;89.35;0.893;39.22;215;269;55.305;33.483;1.076;0.929;0.955;1;0.853722591;34.1650405;0.94490444
123;210902_#5_100_20_1um_i005.tif:0611-1652;584.509;90.484;29.014;25.65;109.026;0.897;33.279;1648;605;116.565;24.805;1.131;0.884;0.96;1;0.745364945;27.2803954;0.947171763
124;210902_#6_100_10_1um_i004.tif:1643-0051;590.662;90.243;30.783;24.431;78.734;0.911;33.094;50;1650;77.005;24.805;1.26;0.794;0.955;1;0.749531637;27.42360691;0.954686812
124;210902_#4_100_30_1um_i002.tif:0198-0460;1175.171;129.547;44.18;33.867;168.069;0.88;48.86;451;194;156.038;34.727;1.305;0.767;0.934;1;0.710744986;38.68170354;0.938054572
124;210902_#5_100_20_1um_i005.tif:0668-1398;1322.836;134.987;46.069;36.56;11.213;0.912;49.918;1389;673;26.565;37.207;1.26;0.794;0.962;1;0.745362394;41.04006709;0.955137704
125;210902_#6_100_10_1um_i004.tif:1699-0119;2799.491;217.34;91.522;38.946;163.633;0.745;91.484;101.5;1695;164.268;39.612;2.35;0.426;0.972;1;0.432993748;59.70278592;0.8629881
125;210902_#4_100_30_1um_i002.tif:0182-0431;935.214;117.868;43.061;27.653;17.726;0.846;46.801;423;188;32.005;27.713;1.557;0.642;0.962;1;0.592145467;34.50726659;0.91973882
125;210902_#5_100_20_1um_i005.tif:0856-1415;744.48;103.401;35.405;26.773;66.966;0.875;40.683;1411;863;52.431;27.285;1.322;0.756;0.968;1;0.670673254;30.78800702;0.935420128
126;210902_#6_100_10_1um_i004.tif:1743-0150;7315.592;344.355;136.331;68.323;112.774;0.775;139.987;140;1718;119.745;72.4;1.995;0.501;0.975;1;0.517190882;96.51166265;0.880487666
126;210902_#4_100_30_1um_i002.tif:0204-0436;750.633;107.589;39.789;24.02;83.943;0.815;42.386;433;212;69.444;24.805;1.656;0.604;0.942;1;0.585216817;30.91497403;0.902715476
126;210902_#5_100_20_1um_i005.tif:0892-1384;713.716;102.768;31.335;29;81.58;0.849;36.875;1385;899;70.346;29.766;1.081;0.925;0.967;1;0.807213559;30.14517266;0.921530564
127;210902_#6_100_10_1um_i004.tif:1518-0132;4719.141;282.586;115.451;52.045;144.93;0.743;114.619;113;1506.5;144.246;51.734;2.218;0.451;0.963;1;0.451356232;77.51514006;0.861758879
127;210902_#4_100_30_1um_i002.tif:0285-0381;1273.614;136.774;45.551;35.6;46.448;0.856;50.895;373;292;46.975;36.833;1.279;0.782;0.945;1;0.723705669;40.26928991;0.924954343
127;210902_#5_100_20_1um_i005.tif:0674-0516;682.953;96.48;30.597;28.42;177.268;0.922;34.549;510;676;21.038;29.352;1.077;0.929;0.914;1;0.849575965;29.48834968;0.960202972
128;210902_#6_100_10_1um_i004.tif:1540-0106;1919.651;173.745;68.405;35.731;174.176;0.799;68.393;92.5;1545;4.16;35.967;1.914;0.522;0.981;1;0.525887152;49.438604;0.893930502
128;210902_#4_100_30_1um_i002.tif:0604-0102;596.814;90.308;29.472;25.783;161.381;0.92;31.376;96;604;161.565;26.623;1.143;0.875;0.951;1;0.848514788;27.56605132;0.958954958
128;210902_#5_100_20_1um_i005.tif:0683-0526;486.065;80.847;28.28;21.884;108.271;0.934;31.08;523;678;118.61;22.324;1.292;0.774;0.935;1;0.718275418;24.8772422;0.966692163
129;210902_#6_100_10_1um_i004.tif:1549-0136;2073.469;170.755;61.458;42.957;0.16;0.894;63.579;124.5;1556;20.556;42.168;1.431;0.699;0.977;1;0.663237862;51.38115146;0.945323112
129;210902_#4_100_30_1um_i002.tif:1251-0445;873.687;109.358;38.191;29.127;63.985;0.918;41.283;441;1258;57.265;29.766;1.311;0.763;0.956;1;0.721023181;33.35285352;0.958147366
129;210902_#5_100_20_1um_i005.tif:0922-0926;633.731;92.52;32.173;25.08;56.622;0.93;33.279;924;928;63.435;27.176;1.283;0.78;0.945;1;0.816611076;28.40583338;0.964543423
130;210902_#6_100_10_1um_i004.tif:1506-0071;6472.668;336.925;141.398;58.284;29.927;0.717;142.303;46.5;1518.5;30.364;58.726;2.426;0.412;0.965;1;0.412682797;90.78136845;0.846473489
130;210902_#4_100_30_1um_i002.tif:1424-0192;2036.552;172.014;64.889;39.961;173.336;0.865;65.251;179;1428;8.746;39.688;1.624;0.616;0.965;1;0.608235889;50.92169028;0.93001272
130;210902_#5_100_20_1um_i005.tif:1146-0785;664.494;93.201;31.048;27.25;112.165;0.961;33.371;780;1142;138.013;27.285;1.139;0.878;0.956;1;0.817626083;29.0871112;0.980460026
131;210902_#6_100_10_1um_i004.tif:1634-0442;2873.323;245.14;91.109;40.154;91.293;0.601;90.741;443;1616;100.235;46.612;2.269;0.441;0.805;1;0.513681798;60.48494415;0.775145044
131;210902_#4_100_30_1um_i002.tif:1388-0092;1273.614;131.372;42.572;38.091;29.665;0.927;45.738;84;1392;40.601;39.688;1.118;0.895;0.947;1;0.867724868;40.26928991;0.962988349
131;210902_#5_100_20_1um_i005.tif:1122-0803;541.44;89.952;31.103;22.165;71.96;0.841;33.279;800;1128;63.435;24.805;1.403;0.713;0.921;1;0.745364945;26.25610061;0.916999875
132;210902_#6_100_10_1um_i004.tif:1486-0140;20697.772;631.611;260.279;101.25;167.674;0.652;271.586;86;1470;170.538;109.232;2.571;0.389;0.95;1;0.402200408;162.3367543;0.807452617
132;210902_#4_100_30_1um_i002.tif:1379-0059;836.771;108.389;35.023;30.421;111.325;0.895;38.825;57;1372;116.565;31.133;1.151;0.869;0.948;1;0.801880232;32.64061775;0.946069481
132;210902_#5_100_20_1um_i005.tif:1391-0958;719.869;99.466;33.044;27.738;110.948;0.914;36.875;954;1387;132.274;27.285;1.191;0.839;0.996;1;0.739932203;30.27483572;0.95621822
133;210902_#6_100_10_1um_i004.tif:0170-0625;5703.577;322.258;140.131;51.823;14.088;0.69;137.325;599;177;16.798;55.949;2.704;0.37;0.941;1;0.407420353;85.21748519;0.830758664
133;210902_#4_100_30_1um_i002.tif:1370-0299;1402.822;139.172;43.695;40.877;32.844;0.91;51.136;291;1376;39.094;39.688;1.069;0.936;0.974;1;0.776126408;42.26261285;0.954013121
133;210902_#5_100_20_1um_i005.tif:1521-0829;799.854;104.17;36.086;28.222;7.001;0.926;37.781;822;1520;156.801;27.285;1.279;0.782;0.97;1;0.722188402;31.91247002;0.962426624
134;210902_#6_100_10_1um_i004.tif:0147-0897;1759.68;153.158;55.103;40.66;8.647;0.943;56.672;887;151;23.199;39.688;1.355;0.738;0.974;1;0.700310559;47.33385852;0.970916976
134;210902_#4_100_30_1um_i002.tif:1634-0579;436.844;76.733;27.394;20.304;69.814;0.932;29.869;575;1639;48.366;19.844;1.349;0.741;0.959;1;0.664367739;23.58404239;0.965574842
134;210902_#5_100_20_1um_i005.tif:0140-1314;787.549;105.029;33.515;29.919;38.898;0.897;36.875;1307;144;19.654;31.06;1.12;0.893;0.928;1;0.842305085;31.66604696;0.947184306
135;210902_#6_100_10_1um_i004.tif:0074-1117;1187.476;136.615;41.659;36.293;55.387;0.8;47.906;1108;74;21.251;39.214;1.148;0.871;0.932;1;0.818561349;38.88369069;0.894167676
135;210902_#4_100_30_1um_i002.tif:1633-0596;627.578;91.719;31.051;25.733;74.184;0.937;33.738;592;1639;53.973;24.805;1.207;0.829;0.949;1;0.735224376;28.26759854;0.968232099
135;210902_#5_100_20_1um_i005.tif:0246-1203;442.996;81.095;28.998;19.451;53.704;0.846;31.766;1199;251;51.34;21.694;1.491;0.671;0.911;1;0.682931436;23.74952684;0.920048573
136;210902_#6_100_10_1um_i004.tif:0232-1044;566.051;89.612;29.094;24.772;176.665;0.886;32.246;1038;235;22.62;24.532;1.174;0.851;0.925;1;0.76077653;26.84620118;0.941166678
136;210902_#4_100_30_1um_i002.tif:1625-0619;726.022;103.046;33.484;27.607;44.072;0.859;38.746;613;1629;39.806;29.766;1.213;0.824;0.929;1;0.76823414;30.40394581;0.926933727
136;210902_#5_100_20_1um_i005.tif:0225-1697;2245.745;179.438;65.016;43.98;112.13;0.876;71.073;1691;213;119.249;44.648;1.478;0.676;0.975;1;0.628199175;53.47308988;0.936204518
137;210902_#6_100_10_1um_i004.tif:0233-0925;750.633;104.168;33.179;28.805;178.108;0.869;37.863;919;237;31.608;28.137;1.152;0.868;0.961;1;0.743126535;30.91497403;0.932361717
137;210902_#4_100_30_1um_i002.tif:1656-0606;799.854;104.005;35.961;28.32;100.491;0.929;38.825;603;1649;116.565;27.285;1.27;0.788;1.004;1;0.702768835;31.91247002;0.963953477
137;210902_#5_100_20_1um_i005.tif:0150-1648;1501.265;147.823;44.733;42.73;150.897;0.863;51.615;1643;143;125.218;42.386;1.047;0.955;0.964;1;0.821195389;43.72036099;0.929162342
138;210902_#6_100_10_1um_i004.tif:0197-0995;842.924;105.642;34.507;31.102;116.31;0.949;38.944;991.5;191;127.235;29.766;1.109;0.901;0.982;1;0.764328266;32.76040552;0.974232306
138;210902_#4_100_30_1um_i002.tif:1663-0584;929.062;117.481;43.453;27.223;53.173;0.846;45.738;577;1670;40.601;27.75;1.596;0.626;0.968;1;0.606716516;34.39358193;0.919728503
138;210902_#5_100_20_1um_i005.tif:0444-1084;3187.112;220.108;82.68;49.08;45.046;0.827;88.327;1075;459;51.843;52.918;1.685;0.594;0.948;1;0.599114654;63.70209598;0.90921746
139;210902_#6_100_10_1um_i004.tif:0157-0861;1322.836;132.612;42.923;39.239;161.624;0.945;44.803;854.5;150.5;138.366;39.612;1.094;0.914;0.966;1;0.884137223;41.04006709;0.972243638
139;210902_#4_100_30_1um_i002.tif:1688-0608;738.327;98.323;32.573;28.86;124.942;0.96;35.774;602;1684;146.31;29.313;1.129;0.886;0.98;1;0.819393973;30.66051424;0.979657316
139;210902_#5_100_20_1um_i005.tif:0530-1238;719.869;107.203;35.574;25.765;105.256;0.787;39.996;1236;523;119.745;26.363;1.381;0.724;0.959;1;0.659140914;30.27483572;0.887206529
140;210902_#6_100_10_1um_i004.tif:0138-0845;726.022;98.854;32.689;28.278;156.349;0.934;34.303;838;137.5;167.471;27.655;1.156;0.865;0.975;1;0.806197709;30.40394581;0.966241253
140;210902_#4_100_30_1um_i002.tif:1713-0652;566.051;87.41;29.946;24.067;106.561;0.931;33.279;649;1707;116.565;24.555;1.244;0.804;0.979;1;0.7378527;26.84620118;0.964876197
140;210902_#5_100_20_1um_i005.tif:0587-1410;3574.734;261.178;113.546;40.085;159.16;0.659;114.344;1389;579;155.659;41.916;2.833;0.353;0.951;1;0.366578045;67.46475147;0.811503142
141;210902_#6_100_10_1um_i004.tif:0298-1043;1156.713;136.041;53.753;27.399;1.304;0.785;56.154;1032;299.5;6.34;28.525;1.962;0.51;0.987;1;0.50797806;38.37672124;0.886233015
141;210902_#4_100_30_1um_i002.tif:1733-0815;1968.872;165.466;59.361;42.23;122.778;0.904;64.349;809;1722;117.553;42.095;1.406;0.711;0.95;1;0.65416712;50.06841009;0.95061553
141;210902_#5_100_20_1um_i005.tif:1032-1868;12748.449;443.906;167.026;97.181;170.847;0.813;168.69;1835;1025;160.233;102.762;1.719;0.582;0.971;1;0.609176596;127.404197;0.901659561
142;210902_#6_100_10_1um_i004.tif:0374-0959;639.884;95.971;30.511;26.702;54.972;0.873;34.303;954.5;378.5;40.601;26.277;1.143;0.875;0.972;1;0.766026295;28.54339876;0.934362796
142;210902_#4_100_30_1um_i002.tif:1724-0827;824.465;108.563;38.549;27.232;129.683;0.879;42.676;822;1717;125.538;28.935;1.416;0.706;0.975;1;0.678015747;32.3997136;0.937581885
142;210902_#5_100_20_1um_i005.tif:1107-1780;3482.443;228.64;85.686;51.747;72.922;0.837;90.969;1779;1125;78.996;54.718;1.656;0.604;0.957;1;0.60150161;66.58816817;0.914944454
143;210902_#6_100_10_1um_i004.tif:0511-1015;2098.08;174.452;62.549;42.708;7.265;0.866;65.908;1003;513;19.799;45.12;1.465;0.683;0.97;1;0.684590642;51.68518573;0.930764908
143;210902_#4_100_30_1um_i002.tif:1752-0624;8109.293;359.193;133.821;77.156;41.624;0.79;144.209;605;1773;49.185;79.224;1.734;0.577;0.949;1;0.549369318;101.612364;0.888727387
143;210902_#5_100_20_1um_i005.tif:1132-1786;596.814;95.78;37.936;20.031;79.384;0.818;38.825;1783;1139;63.435;19.844;1.894;0.528;0.951;1;0.511113973;27.56605132;0.904168974
144;210902_#6_100_10_1um_i004.tif:0440-1130;2756.421;225.928;92.847;37.8;132.724;0.679;94.527;1117.5;426;128.073;39.868;2.456;0.407;0.902;1;0.421763094;59.24174389;0.823773182
144;210902_#4_100_30_1um_i002.tif:1764-0483;3211.723;256.996;115.923;35.276;174.484;0.611;113.832;461;1762;168.69;34.727;3.286;0.304;0.973;1;0.305072387;63.94757799;0.781713494
144;210902_#5_100_20_1um_i005.tif:1138-1747;553.745;87.409;27.076;26.04;49.045;0.911;30.278;1742;1143;55.008;27.285;1.04;0.962;0.933;1;0.901149349;26.55277823;0.954341235
145;210902_#6_100_10_1um_i004.tif:0454-1114;861.382;110.955;33.943;32.311;133.476;0.879;37.863;1107;455.5;31.608;32.246;1.05;0.952;0.946;1;0.851649367;33.11715002;0.937682801
145;210902_#4_100_30_1um_i002.tif:1701-0360;1587.403;152.269;49.361;40.946;179.905;0.86;55.075;349;1698;172.235;42.168;1.206;0.83;0.959;1;0.765646845;44.95713818;0.92754937
145;210902_#5_100_20_1um_i005.tif:1160-1718;646.036;99.517;37.062;22.194;80.053;0.82;40.073;1717;1168;68.199;22.324;1.67;0.599;0.929;1;0.557083323;28.68028212;0.905390673
146;210902_#6_100_10_1um_i004.tif:0470-1105;965.978;113.633;36.672;33.538;78.879;0.94;38.944;1101.5;477.5;52.765;31.006;1.093;0.915;0.975;1;0.796168858;35.07023509;0.969580957
146;210902_#4_100_30_1um_i002.tif:0052-0959;1347.447;149.873;60.013;28.588;75.561;0.754;60.809;959;64;78.232;30.08;2.099;0.476;0.946;1;0.494663619;41.42007732;0.868235176
146;210902_#5_100_20_1um_i005.tif:1417-1802;781.396;106.302;39.481;25.2;78.584;0.869;41.283;1797;1424;57.265;24.805;1.567;0.638;0.962;1;0.600852651;31.54210341;0.932178513
147;210902_#6_100_10_1um_i004.tif:0439-1084;6134.268;303.978;108.194;72.189;74.699;0.834;112.39;1079;460;67.964;74.368;1.499;0.667;0.989;1;0.66169588;88.37642556;0.91336455
147;210902_#4_100_30_1um_i002.tif:0060-0174;5272.887;303.027;121.286;55.354;15.192;0.722;125.748;151;71;22.011;60.035;2.191;0.456;0.96;1;0.4774231;81.93685522;0.849469593
147;210902_#5_100_20_1um_i005.tif:1360-1802;4620.698;279.11;114.476;51.393;150.136;0.745;120.424;1782;1349;147.619;53.246;2.227;0.449;0.962;1;0.442154388;76.70238209;0.863342912
148;210902_#6_100_10_1um_i004.tif:0375-1085;5402.094;314.658;123.264;55.8;77.716;0.686;131.675;1088;402;86.76;60.106;2.209;0.453;0.917;1;0.456472375;82.93467131;0.828032194
148;210902_#4_100_30_1um_i002.tif:0154-0090;4429.963;292.034;124.201;45.414;158.346;0.653;128.984;66;142;157.38;48.252;2.735;0.366;0.943;1;0.374092911;75.10262361;0.807925963
148;210902_#5_100_20_1um_i005.tif:0747-0145;473.76;80.43;25.971;23.227;165.904;0.92;28.282;142;743;127.875;22.324;1.118;0.894;0.951;1;0.789335973;24.5603332;0.959325654
149;210902_#6_100_10_1um_i004.tif:0371-1119;1452.043;147.226;54.017;34.226;174.677;0.842;55.714;1108;369.5;163.179;32.246;1.578;0.634;0.955;1;0.578777327;42.99765771;0.91750863
149;210902_#4_100_30_1um_i002.tif:0066-0218;799.854;102.871;32.941;30.916;51.933;0.95;36.875;212;71;42.274;29.766;1.065;0.939;0.97;1;0.807213559;31.91247002;0.974579632
149;210902_#5_100_20_1um_i005.tif:0701-0334;584.509;95.489;32.717;22.747;62.959;0.806;37.207;330;707;53.13;23.244;1.438;0.695;0.964;1;0.624721155;27.2803954;0.89752631
150;210902_#6_100_10_1um_i004.tif:0135-1551;873.687;109.041;36.608;30.387;55.996;0.923;38.746;1545.5;141;39.806;31.006;1.205;0.83;0.944;1;0.800237444;33.35285352;0.960932856
150;210902_#4_100_30_1um_i002.tif:0055-0216;744.48;106.877;40.974;23.134;2.126;0.819;41.58;208;52;162.646;24.666;1.771;0.565;0.96;1;0.593217893;30.78800702;0.904997115
150;210902_#5_100_20_1um_i005.tif:0732-0463;670.647;105.474;40.638;21.012;84.148;0.758;45.264;463;741;80.538;22.324;1.934;0.517;0.94;1;0.493195475;29.22146952;0.870375201
151;210902_#6_100_10_1um_i004.tif:0006-1468;713.716;103.745;35.699;25.455;125.117;0.833;38.627;1463;1.5;132.397;27.497;1.402;0.713;0.935;1;0.71185958;30.14517266;0.912852214
151;210902_#4_100_30_1um_i002.tif:0034-0224;750.633;108.11;35.038;27.277;9.838;0.807;40.909;216;33;165.964;27.637;1.285;0.778;0.931;1;0.675572612;30.91497403;0.89836514
