 ;Label;Area;Perim.;Major;Minor;Angle;Circ.;Feret;FeretX;FeretY;FeretAngle;MinFeret;AR;Round;Solidity;Group;AR2;Equivalent Diameter;Circ sqrt
5;210902_#6_100_10_1um_i004.tif:0671-0099;522.982;84.479;27.663;24.071;16.709;0.921;31.376;93;672;18.435;24.805;1.149;0.87;0.934;1;0.790572412;25.80467716;0.959620547
5;210902_#4_100_30_1um_i002.tif:0694-0489;812.16;105.199;34.646;29.847;123.806;0.922;36.624;487;687.5;118.301;30.991;1.161;0.861;0.974;1;0.846193753;32.15702456;0.960315898
5;210902_#5_100_20_1um_i005.tif:0659-0348;682.953;101.169;38.983;22.306;99.288;0.839;40.379;347;651;100.62;24.634;1.748;0.572;0.961;1;0.610069591;29.48834968;0.915699302
6;210902_#6_100_10_1um_i004.tif:0493-0391;1009.047;119.281;41.735;30.784;90.095;0.891;44.923;389;484;96.34;29.766;1.356;0.738;0.979;1;0.66260045;35.84352861;0.944037744
6;210902_#4_100_30_1um_i002.tif:0692-0442;449.149;82.726;24.741;23.114;44.383;0.825;29.033;442.5;697.5;70.017;23.678;1.07;0.934;0.907;1;0.815554714;23.91389279;0.908151124
6;210902_#5_100_20_1um_i005.tif:0865-0470;1249.003;141.32;52.25;30.436;98.588;0.786;57.534;471;854;97.431;32.246;1.717;0.583;0.946;1;0.560468592;39.87831505;0.886508786
7;210902_#6_100_10_1um_i004.tif:0814-0619;1150.56;125.504;39.126;37.442;96.757;0.918;43.39;614;807;120.964;37.207;1.045;0.957;0.954;1;0.857501729;38.2745149;0.958080498
7;210902_#4_100_30_1um_i002.tif:0674-0435;436.844;78.373;24.05;23.127;151.366;0.894;26.542;430.5;671;142.595;23.564;1.04;0.962;0.979;1;0.887800467;23.58404239;0.945369634
7;210902_#5_100_20_1um_i005.tif:0893-0453;1704.305;160.339;58.814;36.896;60.11;0.833;60.046;444;901;38.29;39.613;1.594;0.627;0.939;1;0.659710888;46.5831356;0.912723895
8;210902_#6_100_10_1um_i004.tif:0860-0515;996.742;116.52;41.859;30.318;114.967;0.923;44.372;511;852;116.565;31.254;1.381;0.724;0.979;1;0.704363112;35.62430814;0.960496608
8;210902_#4_100_30_1um_i002.tif:0754-0417;307.636;70.03;24.05;16.287;80.313;0.788;26.163;414.5;759;58.57;16.123;1.477;0.677;;1;0.616251959;19.7912688;0.88784956
8;210902_#5_100_20_1um_i005.tif:1092-0546;10902.631;497.493;146.303;94.883;54.73;0.554;168.69;522;1118;53.973;122.47;1.542;0.649;0.759;1;0.726006284;117.8204606;0.744018295
9;210902_#6_100_10_1um_i004.tif:0870-0534;682.953;96.875;31.728;27.407;111.023;0.914;34.549;530;864;111.038;27.285;1.158;0.864;0.957;1;0.789747894;29.48834968;0.956287822
9;210902_#4_100_30_1um_i002.tif:0908-0523;978.284;114.236;37.674;33.063;87.727;0.942;38.467;520;915.5;69.228;33.486;1.139;0.878;0.994;1;0.870512387;35.29291536;0.970586887
9;210902_#5_100_20_1um_i005.tif:1166-0458;2498.007;201.076;77.945;40.805;113.15;0.776;84.372;451;1151;114.305;43.142;1.91;0.524;0.96;1;0.511330773;56.39646527;0.881133109
10;210902_#6_100_10_1um_i004.tif:0798-0399;578.356;88.189;28.606;25.743;78.7;0.934;31.376;399;804;71.565;26.623;1.111;0.9;0.954;1;0.848514788;27.1364281;0.966692027
10;210902_#4_100_30_1um_i002.tif:0913-0490;2897.934;218.44;73.44;50.242;4.378;0.763;79.617;475;912.5;161.847;56.673;1.462;0.684;0.953;1;0.71182034;60.743429;0.873608818
10;210902_#5_100_20_1um_i005.tif:1159-0774;584.509;89.687;30.408;24.475;85.778;0.913;33.094;773;1153;102.995;24.805;1.242;0.805;0.941;1;0.749531637;27.2803954;0.955588767
11;210902_#6_100_10_1um_i004.tif:0897-0203;744.48;104.656;35.044;27.049;171.601;0.854;38.507;196;894;165.069;29.766;1.296;0.772;0.938;1;0.773002311;30.78800702;0.924202881
11;210902_#4_100_30_1um_i002.tif:0889-0485;4466.879;312.286;139.904;40.652;14.457;0.576;141.408;459;900;21.615;42.42;3.441;0.291;0.949;1;0.299983028;75.41489895;0.758672795
11;210902_#5_100_20_1um_i005.tif:1087-0754;726.022;99.961;32.726;28.247;139.138;0.913;35.774;751;1082;123.69;27.518;1.159;0.863;0.952;1;0.769217868;30.40394581;0.955540789
12;210902_#6_100_10_1um_i004.tif:0894-0234;849.076;110.408;36.817;29.363;120.239;0.875;42.241;228;887;130.236;29.766;1.254;0.798;0.945;1;0.704670817;32.87973752;0.935572983
12;210902_#4_100_30_1um_i002.tif:0994-0426;29846.876;1005.15;401.89;94.559;49.114;0.371;431.149;361.5;1047.5;40.333;126.61;4.25;0.235;0.676;1;0.293657181;194.9415882;0.609289222
12;210902_#5_100_20_1um_i005.tif:1429-0022;818.313;109.554;33.516;31.087;102.239;0.857;37.207;18;1424;126.87;31.98;1.078;0.928;0.943;1;0.859515683;32.27860703;0.925627861
13;210902_#6_100_10_1um_i004.tif:0915-0362;959.825;113.623;36.904;33.115;175.297;0.934;40.379;355;921;42.51;32.246;1.114;0.897;0.951;1;0.798583422;34.95836303;0.96657311
13;210902_#4_100_30_1um_i002.tif:1100-0456;18445.874;680.234;198.09;118.562;51.463;0.501;215.879;445;1139;61.521;150.594;1.671;0.599;0.759;1;0.697585221;153.2514803;0.707776625
13;210902_#5_100_20_1um_i005.tif:1189-0021;2473.396;189.96;64.324;48.959;59.063;0.861;71.03;21;1202;65.225;52.137;1.314;0.761;0.963;1;0.734013797;56.11796145;0.928088942
14;210902_#6_100_10_1um_i004.tif:0884-0408;5734.341;342.996;145.921;50.035;139.252;0.613;147.937;384;868;145.244;54.373;2.916;0.343;0.903;1;0.367541589;85.4469995;0.78263206
14;210902_#4_100_30_1um_i002.tif:1139-0115;4017.73;248.906;96.863;52.812;131.537;0.815;100.359;102.5;1123;129.987;56.135;1.834;0.545;0.989;1;0.559341962;71.52295237;0.902734292
14;210902_#5_100_20_1um_i005.tif:0469-0671;1968.872;173.938;58.227;43.053;71.334;0.818;66.187;671;482;77.005;45.481;1.352;0.739;0.947;1;0.68715911;50.06841009;0.90431389
15;210902_#6_100_10_1um_i004.tif:1152-0139;492.218;86.329;27.684;22.638;137.103;0.83;31.08;137;1147;118.61;23.391;1.223;0.818;0.936;1;0.752606178;25.03420504;0.91101802
15;210902_#4_100_30_1um_i002.tif:1097-0545;1722.763;164.66;61.676;35.565;142.088;0.798;66.059;536;1090.5;140.332;39.214;1.734;0.577;0.972;1;0.593620854;46.83470911;0.893572076
15;210902_#5_100_20_1um_i005.tif:0524-0713;646.036;93.294;31.437;26.165;158.79;0.933;35.774;707;520;146.31;24.805;1.202;0.832;0.995;1;0.693380668;28.68028212;0.965783047
16;210902_#6_100_10_1um_i004.tif:1312-0403;1292.073;133.405;45.882;35.855;53.394;0.912;49.609;395;1318;36.87;37.15;1.28;0.781;0.957;1;0.748856054;40.56005964;0.955160492
16;210902_#4_100_30_1um_i002.tif:1195-0882;633.731;91.611;29.709;27.16;5.276;0.949;31.376;876.5;1198.5;18.435;27.285;1.094;0.914;0.972;1;0.869613717;28.40583338;0.974113998
16;210902_#5_100_20_1um_i005.tif:0236-0595;646.036;95.761;32.384;25.4;171.534;0.885;33.738;589;237;17.103;27.285;1.275;0.784;0.963;1;0.808731994;28.68028212;0.940902493
17;210902_#6_100_10_1um_i004.tif:1189-0735;3291.709;229.383;93.215;44.962;165.641;0.786;93.504;718;1182;158.199;47.064;2.073;0.482;0.957;1;0.503336756;64.7389687;0.886654497
17;210902_#4_100_30_1um_i002.tif:1099-0775;504.524;83.887;26.391;24.341;78.868;0.901;29.817;773;1093.5;106.928;24.695;1.084;0.922;0.988;1;0.828218801;25.3452147;0.949185694
17;210902_#5_100_20_1um_i005.tif:0218-0598;418.385;78.904;26.068;20.435;143.235;0.844;28.927;595;213;120.964;20.836;1.276;0.784;0.971;1;0.720295917;23.08038836;0.918954407
18;210902_#6_100_10_1um_i004.tif:1269-0822;1864.276;161.45;54.593;43.479;146.941;0.899;59.738;812;1263;138.366;45.603;1.256;0.796;0.957;1;0.763383441;48.72032354;0.948029796
18;210902_#4_100_30_1um_i002.tif:1031-0820;4983.708;334.804;116.61;54.416;33.552;0.559;130.767;800.5;1048.5;35.348;64.462;2.143;0.467;0.846;1;0.492953115;79.65835866;0.74746453
18;210902_#5_100_20_1um_i005.tif:0205-0615;855.229;108.072;34.263;31.781;139.904;0.92;37.863;611;199;121.608;32.246;1.078;0.928;0.969;1;0.851649367;32.99865728;0.959252529
19;210902_#6_100_10_1um_i004.tif:1338-0852;756.785;101.998;33.839;28.475;98.619;0.914;36.624;850;1332;118.301;27.285;1.188;0.842;0.957;1;0.745003277;31.04140121;0.956091668
19;210902_#4_100_30_1um_i002.tif:1006-0845;1236.698;134.052;45.19;34.845;60.418;0.865;48.242;838.5;1013;46.042;35.339;1.297;0.771;0.976;1;0.732535965;39.68139109;0.929958275
19;210902_#5_100_20_1um_i005.tif:0169-0657;387.622;81.442;27.469;17.967;96.074;0.734;31.376;657;175;71.565;19.497;1.529;0.654;0.977;1;0.621398521;22.21566247;0.856960315
20;210902_#6_100_10_1um_i004.tif:1381-0778;658.342;98.869;32.698;25.635;133.327;0.846;36.624;775;1375;118.301;26.417;1.276;0.784;0.96;1;0.721302971;28.95215136;0.919963447
20;210902_#4_100_30_1um_i002.tif:0995-0957;744.48;103.393;33.941;27.928;64.142;0.875;37.802;953;1000.5;48.991;28.525;1.215;0.823;0.984;1;0.754589704;30.78800702;0.935492506
20;210902_#5_100_20_1um_i005.tif:0087-0692;4393.047;296.688;118.883;47.05;82.28;0.627;126.601;693;113;87.754;53.735;2.527;0.396;0.889;1;0.424443725;74.7890444;0.79193197
21;210902_#6_100_10_1um_i004.tif:1608-0381;3734.705;254.342;104;45.723;158.896;0.725;107.693;362;1599;151.074;48.809;2.275;0.44;0.95;1;0.453223515;68.95777037;0.851755608
21;210902_#4_100_30_1um_i002.tif:0981-0793;738.327;103.546;33.722;27.877;72.175;0.865;37.495;790.5;987;55.784;27.285;1.21;0.827;0.984;1;0.727697026;30.66051424;0.930242079
21;210902_#5_100_20_1um_i005.tif:0148-0955;935.214;112.974;34.951;34.069;91.463;0.921;38.746;949;151;39.806;34.727;1.026;0.975;0.95;1;0.896273164;34.50726659;0.959581631
22;210902_#6_100_10_1um_i004.tif:1600-0412;1864.276;165.972;66.308;35.798;122.895;0.85;68.92;405;1588;120.256;37.716;1.852;0.54;0.963;1;0.54724318;48.72032354;0.922200193
22;210902_#4_100_30_1um_i002.tif:0822-0757;842.924;107.861;33.704;31.843;136.069;0.91;36.476;753;815;107.819;32.153;1.058;0.945;0.932;1;0.881483715;32.76040552;0.954189645
22;210902_#5_100_20_1um_i005.tif:0105-0940;713.716;102.158;32.728;27.766;0.167;0.859;37.781;933;106;23.199;28.842;1.179;0.848;0.951;1;0.763399592;30.14517266;0.927033154
23;210902_#6_100_10_1um_i004.tif:1621-0204;1612.014;147.11;51.511;39.845;174.609;0.936;52.56;194;1624;19.29;39.688;1.293;0.774;0.969;1;0.755098935;45.30430412;0.967491462
23;210902_#4_100_30_1um_i002.tif:0658-0866;861.382;110.358;38.197;28.713;87.442;0.889;40.035;865.5;665.5;73.811;28.525;1.33;0.752;0.943;1;0.712501561;33.11715002;0.942755353
23;210902_#5_100_20_1um_i005.tif:0118-0862;461.454;82.347;25.677;22.882;48.994;0.855;29.033;861;124;70.017;24.079;1.122;0.891;0.938;1;0.829366583;24.23925496;0.924743649
24;210902_#6_100_10_1um_i004.tif:1710-0327;1101.338;125.337;39.108;35.857;57.104;0.881;44.163;320;1715;38.157;36.388;1.091;0.917;0.947;1;0.823947648;37.44685693;0.938611668
24;210902_#4_100_30_1um_i002.tif:0596-0737;1193.629;128.307;45.578;33.345;126.573;0.911;48.922;731.5;587.5;120.466;34.943;1.367;0.732;0.958;1;0.714259433;38.98429998;0.954529296
24;210902_#5_100_20_1um_i005.tif:0396-1071;1931.956;179.155;74.251;33.129;2.628;0.756;75.073;1056;400;7.595;32.246;2.241;0.446;0.959;1;0.429528592;49.59680209;0.869710302
25;210902_#6_100_10_1um_i004.tif:1656-0707;898.298;119.007;44.302;25.817;55.036;0.797;46.801;702;1664;57.995;29.817;1.716;0.583;0.91;1;0.637101771;33.81935151;0.892776276
25;210902_#4_100_30_1um_i002.tif:0464-0664;627.578;90.971;29.11;27.449;55.837;0.953;32.743;661.5;469.5;52.696;26.045;1.06;0.943;0.958;1;0.795437193;28.26759854;0.976193291
25;210902_#5_100_20_1um_i005.tif:0531-1171;6964.886;402.449;158.024;56.118;81.049;0.54;178.749;1170;495;92.386;60.734;2.816;0.355;0.878;1;0.33977253;94.16989052;0.735107893
26;210902_#6_100_10_1um_i004.tif:1756-0228;10367.344;396.372;122.598;107.67;82.494;0.829;136.988;208;1739;132.064;109.141;1.139;0.878;0.937;1;0.796719421;114.8917419;0.910616926
26;210902_#4_100_30_1um_i002.tif:0452-0648;1304.378;138.831;53.742;30.903;138.796;0.85;55.59;641;444.5;128.66;31.571;1.739;0.575;0.981;1;0.567925886;40.75273796;0.922189584
26;210902_#5_100_20_1um_i005.tif:0280-0721;2571.84;209.273;70.938;46.161;22.672;0.738;75.928;713;293;51.633;51.265;1.537;0.651;0.904;1;0.675179117;57.2238446;0.85904063
27;210902_#6_100_10_1um_i004.tif:1725-0233;584.509;94.338;30.205;24.639;22.47;0.825;35.254;227;1730;39.289;23.961;1.226;0.816;0.941;1;0.679667555;27.2803954;0.908476857
27;210902_#4_100_30_1um_i002.tif:0436-0618;1913.498;178.01;71.203;34.217;124.005;0.759;71.569;611.5;423;117.897;37.548;2.081;0.481;0.928;1;0.524640557;49.35930837;0.871113087
27;210902_#5_100_20_1um_i005.tif:0777-1057;5912.77;335.506;133.916;56.217;140.536;0.66;139.105;1035;761;140.064;61.388;2.382;0.42;0.932;1;0.441306926;86.76619493;0.81245653
28;210902_#6_100_10_1um_i004.tif:1149-1028;2516.465;198.445;75.434;42.475;177.254;0.803;77.014;1013;1147;165.069;42.168;1.776;0.563;0.956;1;0.547536811;56.60444109;0.896107719
28;210902_#4_100_30_1um_i002.tif:0416-0560;2116.538;172.024;56.828;47.421;93.15;0.899;62.751;553.5;404.5;108.435;47.129;1.198;0.834;0.969;1;0.751047792;51.91203983;0.948044941
28;210902_#5_100_20_1um_i005.tif:0770-1017;1359.753;141.002;42.483;40.752;118.771;0.859;49.609;1013;763;126.87;39.688;1.042;0.959;0.955;1;0.800016126;41.60878862;0.927063905
29;210902_#6_100_10_1um_i004.tif:1024-1021;959.825;121.062;39.994;30.557;95.221;0.823;45.535;1018;1016;119.358;29.766;1.309;0.764;0.966;1;0.65369496;34.95836303;0.907179268
29;210902_#4_100_30_1um_i002.tif:0406-0587;1993.483;167.6;61.311;41.398;131.177;0.892;65.109;579.5;396.5;130.365;43.469;1.481;0.675;0.986;1;0.667634275;50.38036708;0.944359136
29;210902_#5_100_20_1um_i005.tif:0752-0925;799.854;108.652;36.092;28.217;96.361;0.851;39.996;923;744;97.125;29.694;1.279;0.782;0.956;1;0.742424242;31.91247002;0.922725595
30;210902_#6_100_10_1um_i004.tif:0982-0946;535.287;93.535;31.386;21.715;149.56;0.769;33.738;942;978;143.973;23.805;1.445;0.692;0.902;1;0.705584208;26.10648533;0.876847624
30;210902_#4_100_30_1um_i002.tif:0220-0774;9518.268;533.605;219.206;55.286;169.285;0.42;232.926;728;218.5;172.042;76.005;3.965;0.252;0.772;1;0.32630535;110.0864897;0.648132809
30;210902_#5_100_20_1um_i005.tif:0794-1012;2565.687;190.992;64.519;50.632;173.097;0.884;67.476;999;793;162.897;54.57;1.274;0.785;0.954;1;0.808731994;57.155351;0.940137968
31;210902_#6_100_10_1um_i004.tif:1045-0884;2018.094;173.8;63.052;40.752;148.965;0.84;69.497;873;1039;145.176;44.504;1.547;0.646;0.944;1;0.640372966;50.69040428;0.916275038
31;210902_#4_100_30_1um_i002.tif:0208-0724;1199.782;130.156;40.704;37.529;41.509;0.89;45.637;718.5;215.5;47.203;37.649;1.085;0.922;0.98;1;0.824966584;39.08465028;0.943391393
31;210902_#5_100_20_1um_i005.tif:0817-1231;713.716;102.274;34.407;26.411;81.341;0.857;37.536;1229;810;97.595;28.558;1.303;0.768;0.951;1;0.760816283;30.14517266;0.925981706
32;210902_#6_100_10_1um_i004.tif:1077-0948;590.662;90.001;30.655;24.533;104.32;0.916;32.246;945;1071;112.62;24.805;1.25;0.8;0.96;1;0.769242697;27.42360691;0.957253831
32;210902_#4_100_30_1um_i002.tif:0417-1153;1082.88;121.611;45.128;30.552;143.897;0.92;45.475;1146.333;411.333;143.13;29.848;1.477;0.677;0.983;1;0.656360638;37.13173357;0.959228864
32;210902_#5_100_20_1um_i005.tif:0903-1189;818.313;111.803;37.321;27.918;94.296;0.823;40.909;1187;895;104.036;31.367;1.337;0.748;0.964;1;0.766750593;32.27860703;0.907008172
33;210902_#6_100_10_1um_i004.tif:0944-1122;904.451;111.033;35.583;32.364;64.497;0.922;38.746;1116;949;39.806;32.246;1.099;0.91;0.942;1;0.832240747;33.9349787;0.960163913
33;210902_#4_100_30_1um_i002.tif:0400-1144;701.411;99.368;34.221;26.097;83.275;0.893;36.717;1144.667;408;82.235;27.637;1.311;0.763;0.987;1;0.752703108;29.88418013;0.944810409
33;210902_#5_100_20_1um_i005.tif:1073-0992;596.814;93.344;31.909;23.814;152.927;0.861;33.738;989;1068;126.027;24.766;1.34;0.746;0.942;1;0.73406841;27.56605132;0.927765088
34;210902_#6_100_10_1um_i004.tif:1118-1223;713.716;99.063;35.744;25.423;117.972;0.914;38.825;1220;1111;116.565;27.285;1.406;0.711;0.935;1;0.702768835;30.14517266;0.955996214
34;210902_#4_100_30_1um_i002.tif:0418-1226;818.313;106.488;36.226;28.761;36.754;0.907;41.051;1219.333;421.333;34.33;28.6;1.26;0.794;0.978;1;0.696694356;32.27860703;0.952278517
34;210902_#5_100_20_1um_i005.tif:1376-0783;393.774;73.036;23.961;20.925;56.886;0.928;26.83;779;1378;33.69;22.324;1.145;0.873;0.955;1;0.832053671;22.39126232;0.963144548
35;210902_#6_100_10_1um_i004.tif:1216-1083;8367.708;390.905;159.332;66.867;63.933;0.688;164.236;1069;1245;64.983;71.555;2.383;0.42;0.933;1;0.435684016;103.218684;0.829539298
35;210902_#4_100_30_1um_i002.tif:0398-1214;1039.811;118.453;41.539;31.872;159.586;0.931;43.122;1206.667;394.333;147.529;32.375;1.303;0.767;0.997;1;0.750776866;36.38582807;0.965019461
35;210902_#5_100_20_1um_i005.tif:1561-0560;670.647;99.065;31.343;27.244;31.882;0.859;35.515;554;1563;24.775;28.67;1.15;0.869;0.944;1;0.807264536;29.22146952;0.926684035
36;210902_#6_100_10_1um_i004.tif:1369-1270;707.564;101.718;31.959;28.189;78.555;0.859;36.624;1268;1363;118.301;27.285;1.134;0.882;0.95;1;0.745003277;30.01497069;0.927021878
36;210902_#4_100_30_1um_i002.tif:0526-1167;1027.505;117.104;38.95;33.588;23.961;0.942;41.192;1160.667;531.333;38.48;34.701;1.16;0.862;0.985;1;0.842420858;36.16987695;0.97034277
36;210902_#5_100_20_1um_i005.tif:0237-1848;941.367;115.341;41.52;28.868;160.063;0.889;44.372;1840;233;153.435;29.766;1.438;0.695;0.962;1;0.67082845;34.62059633;0.942976141
37;210902_#6_100_10_1um_i004.tif:1337-1363;3611.65;246.447;99.358;46.282;102.281;0.747;105.12;1354;1317;109.29;48.646;2.147;0.466;0.951;1;0.462766362;67.81220835;0.864438746
37;210902_#4_100_30_1um_i002.tif:0522-1193;1242.851;128.707;43.019;36.785;6.028;0.943;43.162;1185;524.333;16.699;37.207;1.169;0.855;0.964;1;0.862031417;39.77998292;0.970984501
37;210902_#5_100_20_1um_i005.tif:0155-1819;670.647;102.963;34.426;24.804;18.114;0.795;37.536;1812;153;7.595;27.518;1.388;0.721;0.944;1;0.733109548;29.22146952;0.891601391
38;210902_#6_100_10_1um_i004.tif:1270-1246;1310.531;146.076;57.615;28.961;91.515;0.772;57.907;1243;1282;80.134;27.285;1.989;0.503;0.966;1;0.471186558;40.84874409;0.878516076
38;210902_#4_100_30_1um_i002.tif:0530-1314;2018.094;175.196;69.984;36.716;12.766;0.826;68.984;1300.667;533.333;13.87;37.301;1.906;0.525;0.981;1;0.540719587;50.69040428;0.908973959
38;210902_#5_100_20_1um_i005.tif:0418-1817;566.051;90.309;32.777;21.989;120.512;0.872;34.549;1813;412;111.038;22.82;1.491;0.671;0.963;1;0.660511158;26.84620118;0.933902805
39;210902_#6_100_10_1um_i004.tif:1515-1310;387.622;72.812;23.992;20.571;153.133;0.919;25.538;1306;1511;119.055;21.695;1.166;0.857;0.992;1;0.849518365;22.21566247;0.958531039
39;210902_#4_100_30_1um_i002.tif:0516-1359;1507.418;156.211;63.903;30.034;174.981;0.776;63.928;1346.333;513.667;174.806;31.419;2.128;0.47;0.976;1;0.491474784;43.80986428;0.881069501
39;210902_#5_100_20_1um_i005.tif:0473-1994;707.564;98.132;32.53;27.694;148.984;0.923;35.774;1990;467;123.69;27.674;1.175;0.851;0.954;1;0.773578577;30.01497069;0.960897683
40;210902_#6_100_10_1um_i004.tif:1621-1127;1156.713;125.317;40.688;36.197;139.951;0.926;45.738;1121;1615;130.601;36.432;1.124;0.89;0.954;1;0.796536797;38.37672124;0.962072389
40;210902_#4_100_30_1um_i002.tif:0635-1281;787.549;105.069;33.723;29.734;1.287;0.896;36.389;1274.667;635.333;158.682;31.419;1.134;0.882;0.981;1;0.863420264;31.66604696;0.946823711
40;210902_#5_100_20_1um_i005.tif:0619-2110;1273.614;131.226;44.313;36.595;167.811;0.929;47.064;2101;615;161.565;37.207;1.211;0.826;0.954;1;0.790561788;40.26928991;0.964059754
41;210902_#6_100_10_1um_i004.tif:1717-1123;695.258;98.369;33.98;26.052;59.655;0.903;37.207;1119;1723;53.13;27.285;1.304;0.767;0.946;1;0.73332975;29.75281465;0.950210167
41;210902_#4_100_30_1um_i002.tif:0692-1328;5469.774;319.898;138.399;50.321;105.58;0.672;138.02;1323.333;665.333;102.454;52.698;2.75;0.364;0.989;1;0.38181423;83.4525767;0.819554989
41;210902_#5_100_20_1um_i005.tif:0454-1756;984.436;117.608;38.24;32.778;83.611;0.894;41.58;1756;446;107.354;32.246;1.167;0.857;0.952;1;0.775517076;35.4037123;0.945718339
42;210902_#6_100_10_1um_i004.tif:1764-1223;2061.163;167.125;58.617;44.771;98.252;0.927;61.011;1217;1753;116.565;42.168;1.309;0.764;0.975;1;0.691154054;51.22845147;0.962985351
42;210902_#4_100_30_1um_i002.tif:0714-1219;873.687;108.189;37.066;30.012;78.951;0.938;37.06;1214.333;718.667;38.66;29.178;1.235;0.81;;1;0.787317863;33.35285352;0.968500306
42;210902_#5_100_20_1um_i005.tif:0383-1742;1285.92;133.463;45.62;35.89;42.231;0.907;51.136;1734;391;39.094;37.207;1.271;0.787;0.968;1;0.72760873;40.46336856;0.952469384
43;210902_#6_100_10_1um_i004.tif:1762-1382;1556.64;146.784;50.493;39.252;49.188;0.908;53.661;1373;1766;33.69;41.277;1.286;0.777;0.958;1;0.769217868;44.5193846;0.952840716
43;210902_#4_100_30_1um_i002.tif:0687-1239;1464.349;145.342;52.486;35.523;40.236;0.871;54.602;1230.333;693;32.005;35.664;1.478;0.677;0.952;1;0.653162888;43.17947492;0.933331874
43;210902_#5_100_20_1um_i005.tif:0351-1690;566.051;91.973;30.585;23.564;74.914;0.841;33.738;1688;357;53.973;27.072;1.298;0.77;0.911;1;0.802418638;26.84620118;0.917006387
44;210902_#6_100_10_1um_i004.tif:1681-1288;2842.56;223.65;92.099;39.298;159.362;0.714;91.206;1271;1675;157.62;43.567;2.344;0.427;0.906;1;0.477676907;60.16028424;0.84506643
44;210902_#4_100_30_1um_i002.tif:0707-1267;1076.727;124.678;39.88;34.377;57.092;0.87;44.817;1260.667;713.667;52.496;35.467;1.16;0.862;0.989;1;0.791373809;37.02609074;0.932970489
44;210902_#5_100_20_1um_i005.tif:0374-1434;762.938;108.953;33.657;28.862;104.12;0.808;38.507;1432;367;104.931;29.766;1.166;0.858;0.939;1;0.773002311;31.16733598;0.898690938
45;210902_#6_100_10_1um_i004.tif:1584-1408;467.607;85.682;32.458;18.343;92.299;0.8;35.515;1406;1577;102.095;19.844;1.769;0.565;0.938;1;0.558749824;24.40032221;0.894655505
45;210902_#4_100_30_1um_i002.tif:0801-1151;1864.276;183.742;81.295;29.198;176.148;0.694;77.112;1136;802;4.305;27.348;2.784;0.359;0.984;1;0.354652972;48.72032354;0.833012651
45;210902_#5_100_20_1um_i005.tif:0402-1584;602.967;95.698;33.451;22.951;175.662;0.827;35.515;1578;399;155.225;24.805;1.458;0.686;0.966;1;0.69843728;27.70778642;0.90959663
46;210902_#6_100_10_1um_i004.tif:0934-1452;473.76;89.687;34.789;17.339;82.474;0.74;37.781;1450;941;66.801;17.363;2.006;0.498;0.957;1;0.459569625;24.5603332;0.860309324
46;210902_#4_100_30_1um_i002.tif:0817-1190;6601.875;372.788;155.055;54.211;119.705;0.597;156.464;1174.333;789.333;118.055;59.262;2.86;0.35;0.893;1;0.378758053;91.68297726;0.772639054
46;210902_#5_100_20_1um_i005.tif:0823-1493;2854.865;213.866;80.636;45.078;95.339;0.784;82.455;1486;808;111.161;44.648;1.789;0.559;0.948;1;0.541483233;60.29035589;0.885637451
47;210902_#6_100_10_1um_i004.tif:0780-0955;670.647;100.433;34.197;24.97;0.109;0.836;38.507;948;781;14.931;27.072;1.37;0.73;0.932;1;0.703041006;29.22146952;0.914061653
47;210902_#4_100_30_1um_i002.tif:1056-1142;738.327;98.207;31.178;30.152;54.601;0.962;33.073;1138.667;1060.667;53.13;28.939;1.034;0.967;0.984;1;0.87500378;30.66051424;0.980814466
47;210902_#5_100_20_1um_i005.tif:0801-1691;1882.734;180.45;76.218;31.451;175.961;0.727;76.413;1676;799;166.866;29.766;2.423;0.413;0.979;1;0.389541047;48.96091687;0.852398209
48;210902_#6_100_10_1um_i004.tif:0774-1063;1458.196;141.626;44.351;41.862;175.149;0.914;48.86;1054;775;23.962;42.309;1.059;0.944;0.963;1;0.865923045;43.08866221;0.955806311
48;210902_#4_100_30_1um_i002.tif:1029-1146;941.367;111.016;36.069;33.23;55.114;0.96;38.746;1139.333;1034;39.806;33.073;1.085;0.921;0.984;1;0.853584886;34.62059633;0.979712934
48;210902_#5_100_20_1um_i005.tif:0791-1712;959.825;119.641;41.95;29.132;166.328;0.843;43.954;1704;790;163.61;29.639;1.44;0.694;0.957;1;0.674318606;34.95836303;0.917954017
49;210902_#6_100_10_1um_i004.tif:1013-1101;689.105;103.263;35.318;24.843;163.105;0.812;40.909;1093;1011;165.964;26.623;1.422;0.703;0.961;1;0.650785891;29.62086657;0.90116205
49;210902_#4_100_30_1um_i002.tif:1015-1382;935.214;112.237;38.464;30.958;85.347;0.933;40.716;1380.333;1007.333;102.908;30.851;1.242;0.805;;1;0.757711956;34.50726659;0.965882688
49;210902_#5_100_20_1um_i005.tif:0788-1763;633.731;96.256;35.026;23.037;92.312;0.86;36.875;1762;781;109.654;24.805;1.52;0.658;0.928;1;0.672677966;28.40583338;0.92710644
50;210902_#6_100_10_1um_i004.tif:0899-0806;756.785;104.544;32.4;29.74;34.783;0.87;36.624;800;900;28.301;31.571;1.089;0.918;0.928;1;0.862030363;31.04140121;0.932807602
50;210902_#4_100_30_1um_i002.tif:0766-1560;602.967;90.283;29.359;26.15;132.574;0.93;31.201;1557;760.667;122.005;26.104;1.123;0.891;0.966;1;0.836639851;27.70778642;0.964152479
